"yrplotid","MEASYEAR","STATECD","COUNTYCD","PLOT","LICH_SPPCD","ABUNDANCE_CLASS","taxon_change","LON","LAT","Binomial"
"2003_42_127_5039",2003,42,127,5039,1012,3,NA,-75.344239,41.677427,"Usnocetraria oakesiana"
"2003_42_127_5039",2003,42,127,5039,1225,3,"REF_FIA",-75.344239,41.677427,"Cladonia macilenta"
"2003_42_127_5039",2003,42,127,5039,1225,3,NA,-75.344239,41.677427,"Cladonia macilenta"
"2003_42_127_5039",2003,42,127,5039,1211,3,"REF_FIA",-75.344239,41.677427,"Cladonia coniocraea"
"2003_42_127_5039",2003,42,127,5039,1243,3,NA,-75.344239,41.677427,"Cladonia didyma"
"2003_42_127_5039",2003,42,127,5039,2601,3,NA,-75.344239,41.677427,"Flavoparmelia caperata"
"2003_42_127_5039",2003,42,127,5039,3116,2,NA,-75.344239,41.677427,"Hypogymnia physodes"
"2003_42_127_5039",2003,42,127,5039,4015,3,NA,-75.344239,41.677427,"Melanelixia subaurifera"
"2003_42_127_5039",2003,42,127,5039,4201,3,NA,-75.344239,41.677427,"Myelochroa aurulenta"
"2003_42_127_5039",2003,42,127,5039,4805,2,NA,-75.344239,41.677427,"Parmelia squarrosa"
"2003_42_127_5039",2003,42,127,5039,4806,3,NA,-75.344239,41.677427,"Parmelia sulcata"
"2003_42_127_5039",2003,42,127,5039,5614,3,NA,-75.344239,41.677427,"Phaeophyscia rubropulchra"
"2003_42_127_5039",2003,42,127,5039,5716,3,NA,-75.344239,41.677427,"Physcia millegrana"
"2003_42_127_5039",2003,42,127,5039,5901,3,NA,-75.344239,41.677427,"Physconia detersa"
"2003_42_127_5039",2003,42,127,5039,6713,3,"REF_FIA",-75.344239,41.677427,"Punctelia caseana"
